schema	ds4_v100_tp_ep_sustained_http.v3
backend	tp_ep_launcher_http

tokens	request_token_pattern	ctx	slots	generation_requests	coalesced_batches	coalesced_batch_max	status_200	generated_tokens	continuation_tokens	elapsed_s	generated_tok_s	continuation_tok_s	generated_tok_s_decode	continuation_tok_s_decode	ep_ms	dense_ms	compose_ms	compose_reduce_ms	compose_copy_ms	compose_final_ms	gpu_util_avg	gpu_util_max	gpu_mem_used_max_mib
32	32,64	262144	32	32	2	16	32	1536	1504	3.960016	387.877251	400.425143	510.747848	529.458557	1376.789422	0.000000	1629.785659	191.121242	900.634947	538.029470	10.179688	32.000000	13184.000000
